,trapEmax
0,5.122302662684141
1,4.927443903248521
2,6.0301199905715865
3,3.858979612762049
4,5.060412459408156
5,4.257778967636571
6,5.552526907534633
7,3.0077403689518887
8,3.9771818133586776
9,4.350337093111665
10,5.543547520022631
11,3.0239913874050957
12,5.6457629868418255
13,4.332010013323143
14,4.858086331067293
15,5.192151402134231
16,4.557509504408395
17,3.9997506063024115
18,16731.9856806297
19,9628.712500074767
20,8619.625116636766
21,-11192.958163318674
22,14895.006853514427
23,5.372877335004535
24,4.779086688127549
25,3.9835587797557497
26,4.05445542984391
27,5.801852339729219
28,4.04917520793677
29,5.212013655787737
30,5.55941709878056
31,4.73817590320835
32,4.3161233249200395
33,6.5771980175185005
34,2.6868175068558093
35,5.655583922779404
36,3.833729900660389
37,4.445463811221173
38,4.324208975060754
39,5.7645731287524455
40,4.608245573000463
41,5.143593846908032
42,5.020508196805245
43,5.061726361602381
44,5.844874882369807
45,5.141861950380512
46,5.46872499882989
47,11351.87202155469
48,6.3523485797839925
49,4.314876165644816
50,4.212518096327546
51,5.4203494714895974
52,5.457830085489955
53,5.267341881672563
54,4.759312800732758
55,3.4091091736512498
56,5.402765072106451
57,4.324354867908679
58,4.783380637665423
59,4.136542860119118
60,6.115470326296054
61,4.375026122535398
62,4.9021502833714115
63,5.35638712585468
64,4.218833343129124
65,5.326092450984351
66,6.216356201345108
67,5.035728563402088
68,2.413784936424216
69,5.732918772594241
70,5.027977917257064
71,5.590084399566627
72,4.549479828626236
73,5.98197806495431
74,5.6829290981943785
75,5.433357536773113
76,3.7331625562919317
77,16731.9856806297
78,9628.712500074767
79,8619.625116636766
80,-11192.958163318674
81,14895.006853514427
82,5.608610823376989
83,4.849051436823935
84,5.350002371050177
85,2.4409299866209446
86,4.020952880849256
87,4.008534416924941
88,4.1837772939752345
89,4.281629761321491
90,4.434831530994814
91,6.058816401175866
92,4.315596255050834
93,4.469912606590011
94,3.6147358197136206
95,3.9584244095030203
96,4.961947076856984
97,5.2175812062246525
98,5.891061945462597
99,5.366530727408251
100,6.112219420110569
101,5.60202931121871
102,7.524873999676779
103,6.210230697524659
104,3.98397256813105
105,4.278165012090017
106,16731.9856806297
107,9628.712500074767
108,8619.625116636766
109,-11192.958163318674
110,14895.006853514427
111,5.338259531849999
112,4.858943457303306
113,4.059884852378844
114,4.827842430234072
115,3.818010932540102
116,4.422678380249482
117,4.5872478743743725
118,5.982403086936675
119,6.0295995931895385
120,6.272384756969232
121,2.8409643934543443
122,4.650100445496888
123,4.813823227294268
124,3.9315999368824692
125,4.564677375466963
126,4.7637518770890885
127,5.118975307226297
128,5.323424836840223
129,4.509518509236705
130,4.501087433096887
131,5.02836341754583
132,3.8117311408415535
133,5.253060564496741
134,4.7274084826509375
135,5.176455102674398
136,3.886440531377897
137,5.76971641856782
138,4.861502215320122
139,3.953098723400925
140,5.0395771879337925
141,4.792847897810194
142,6.009666083629435
143,3.5726658237588986
144,5.250794892042329
145,3.1898618135849035
146,3.737235640779268
147,6.401298177503401
148,4.611528093556436
149,5.2800602827490675
150,3.877044906715191
151,4.703581218376319
152,4.993959188976712
153,5.39934815753692
154,4.707256077308654
155,3.8536256431309086
156,4.053904690030019
157,6.600200396758469
158,4.880260803167695
159,6.314006667781604
160,5.6850723250405615
161,5.547152000288855
162,5.171988802510015
163,5.116074576691602
164,5.433459578756689
165,4.813643130655192
166,5.308284937006061
167,4.674366302622482
168,3.699912283289055
169,4.699789169714986
170,16731.9856806297
171,9628.712500074767
172,8619.625116636766
173,-11192.958163318674
174,14895.006853514427
175,4.5919319466260395
176,4.248117394924932
177,3.5513814727501054
178,4.120536784115712
179,4.8493758653284464
180,3.8755495788945353
181,4.885066390694812
182,4.522299382111809
183,5.157850911094121
