,trapEmax,t90,t10,t50
10832,109.45222522570492,835.0,136.0,104.0
10833,-53.471531617124036,2.0,1.0,0.0
10834,101.6374704538581,808.0,123.0,89.0
10835,-0.5143571428571485,11.0,10.0,9.0
10836,-42.333803571428476,1.0,0.0,0.0
10837,19.120700532274135,836.0,141.0,87.0
10838,12.462660714285752,926.0,170.0,129.0
10839,3.2484821386661937,514.0,85.0,50.0
10840,34.25291071428556,851.0,152.0,105.0
10841,-3.7709059113357286,48.0,47.0,46.0
10842,-134.07308928571433,1.0,0.0,0.0
10843,-20.46896428571425,2.0,1.0,0.0
10844,20.34073214285716,845.0,134.0,91.0
10845,23.058778556320753,907.0,143.0,109.0
10846,20.643910710094545,764.0,86.0,44.0
10847,28.06950000000004,869.0,118.0,92.0
10848,103.20180357142874,834.0,131.0,93.0
10849,26.10299999999976,809.0,88.0,38.0
10850,-41.535259112426445,2.0,1.0,0.0
10851,9226.607607142849,14017.0,3670.0,3669.0
10852,8668.024291002586,15486.0,10531.0,10530.0
