,trapEmax
0,1.777411951929663
1,1.9045283341726116
2,2.1283592267451583
3,2.004861994743942
4,1.8940416218997271
5,1.825211803206806
6,2.171614703144237
7,1.9069937892144466
8,1.5337345758457017
9,2.1186177193108726
10,1.9003645737918091
11,1.6825920248284965
12,1.9025200858130495
13,1.1878920239232855
14,1.5722107146821456
15,1.8687385239915748
16,1.3970489787926736
17,1.414448937779395
18,1.2071571663239393
19,1.2931481837254475
20,1.7058412818983606
21,1.5390334284143972
22,1.5683643654871833
23,1.1394129935196167
24,1.4551882548440715
25,1.4872200196967138
26,1.5992171054215927
27,1.1928931616292486
28,1.7106915556253046
29,1.9654608206331754
30,1.7757227042628032
31,1.6723972460898477
32,1.8483409596951834
33,1.799984216837626
34,1.5729932315463238
35,1.1080928382818402
36,1.3121279290761807
37,1.4068200682537666
38,1.655948538797791
39,1.2877654827052574
40,1.892531118183603
41,1.518573451526371
42,2.0514621186949253
43,1.6609544622720938
44,1.8236141920936448
45,1.4240303072185414
46,1.3568991040003462
47,1.5919171606110258
48,1.4768248109251947
49,1.3713244681399777
50,1.9977247268498501
51,1.9470476773665621
52,1.1358553770446975
53,1.1129077244815133
54,1.2854378277207439
55,1.4506955536552262
56,1.6841401715629507
57,1.661215963662265
58,1.445082266447601
59,2.442063251985511
60,1.9155829530140278
61,1.3026192399716092
62,2.01899460847705
63,1.4549747875986514
64,1.3537568721846889
65,1.8077210792255176
66,2.1133756419520227
67,1.0089707234706538
68,1.7800104712405047
69,1.718340852847113
70,2.085298340197165
71,1.0359764506811344
72,1.276172193436313
73,1.4198814714146464
74,1.6011553990662015
75,1.8934525141054404
76,1.5389048313850913
77,1.5144529432309692
78,1.7865063638955967
79,1.9821774729037245
80,1.7329031317177896
81,1.7021957853959282
82,1.3678211861585077
83,1395.3459213633223
84,1.8861152818717126
85,1.1308076576852697
86,1.9336409529391987
87,2.2556139794487975
88,2.301683326134588
89,1.923143089905005
90,1.9227863602865418
91,1.4678594391094562
92,1.5901497164071647
93,1.4956025454152442
94,1.5155867717517004
95,1.467137788318303
96,0.9792798428493869
97,1.9038080084963602
98,1.523009829980242
99,1.372238918556552
100,1.892147758787739
101,2.1139684908095857
102,1.9980782729077433
103,1.7301479609803412
104,1.73294370707612
105,1.9398334762450018
106,1.9515146257316347
107,1.4782607666697731
108,1.7869180106428917
109,1.7046544225488847
110,1.6685891360863156
111,1.773003364314462
112,1.3986046642412358
113,1.1610555082396188
114,1.4180245325462648
115,1.8646767877935075
116,1393.820442489985
117,2.3509856687211372
118,1.166961591842215
119,1.38149418290256
120,1.2378075029445057
121,1.608741280745604
122,1.6020961804609373
123,1.705758060666682
124,1.593306643450884
125,1.8481030982240263
126,1.8961953671523462
127,1.9265259235596994
128,1.6704417407448995
129,2.1956089082528445
130,1.3308438451765017
131,1.3643562781722975
132,1.2481170667883632
133,1.6898145767499881
134,2.4308074838292213
135,1.3811625653050563
136,1.6692442415096107
137,1.8432039135123068
138,1.4992414455153955
139,1.8360857343491566
140,1.5156952477922037
141,1.6439881866123847
142,1.288484115942524
143,1.6400669407032367
144,1.336314601613049
145,1.1556831137288512
146,1.3205093946694535
147,3762.223073695289
148,1.650362402476646
149,1.7545897481613069
150,1.9458049862318234
151,1.4787657192292192
152,2.1111554656100084
153,1.530941938986094
154,1.7092152174919504
155,2.142933439534795
156,1.4013116819266973
157,1.296233249862521
158,3.3188429160366226
159,3.1898846575620374
160,1.9914823887916646
161,1.5834759814734634
162,1.6819828911778216
163,1.236534434369295
164,1.758366448334993
165,1.6028472526917952
166,1.877604830647147
167,1.6973198317024851
168,1.1209792162246262
169,1393.85379088203
170,1.3001775720903626
171,1.7534197620065364
172,1.4619236330500587
173,1.4807591350239504
174,1.2406400759915561
175,2.601073854438477
176,1.5802814322825423
177,1.3729361941997034
178,1.3697309643661952
179,2.1027003176590453
180,1.826891489441785
181,1.5869799170807013
182,1.9375183122182773
183,1.763252207246082
184,1.2853103714956553
185,1.3697073370942046
186,1.62454107314335
187,1.9190132223558656
188,1.6648688294176648
189,1.8928769456485746
190,1.2094986301427149
191,1.5792366051571103
192,1.8689542464402515
193,1.3330561688011515
194,1.6041330587477323
195,1.1920533259045691
196,1.5706465023456284
197,1.5658359365071373
198,1.4230787904197797
199,1.2585265472521145
200,1.5658721886595228
201,1.3324992549936663
202,1.3356501529068296
203,1.269302652984806
204,1.2667178458735444
205,1.6269585892923573
206,9640.73583090749
207,1.4790528658806945
208,1.6496943598496163
209,2.258785402574984
210,1.6380150784638732
211,2.601600483506637
212,1.366759735511551
213,1.2921674665300862
214,1.605777152479279
215,1.8889031399222738
216,1.443948937524272
217,1.956546200815889
218,1.7247059582204454
219,2.0599733741883384
220,1.2774163226791138
221,1.3428025194965856
222,1.3421950541318142
223,1.484920059101557
224,1.7016287059265265
225,1.5337325336982446
226,1.5489569100222094
227,1.7832494076547245
228,1.888506142152515
229,2.213545694322061
230,1.9726988606266664
231,1.4781502443039944
232,1.7203284940438377
233,1.1505323262322786
234,1.4787233070444907
235,1.5213928591697428
236,1.5880524139888974
237,1.962320773418141
238,1.6948786007078644
239,2.20166413831833
240,1.9431096741116825
241,1.8162042186869773
242,1.9410453317209537
243,1.9215911389002827
244,1.6670793404476347
245,1.6305958015711732
246,1.7429985496167344
247,2.0900714024250027
248,2.0050193287275415
249,1.1379820554778928
250,1.6153026055889483
251,1.476888385900973
252,1.6633685065135397
253,1.3999817191422141
254,1.8788737843384806
255,1.234889731112171
256,1.9853494637781655
257,1.558494211528615
258,1.7566718054750392
259,1.7173996091563957
260,1.7577938103482211
261,0.9591950658181118
262,1.5457737227208543
263,1.726066589504745
264,1.838246891344302
265,1.8670990282392839
266,1.2552077960540133
267,1.3432539436436066
268,1.814385391590051
269,1.6090663628531001
270,1.7200524030494053
271,1.0830794069346985
272,1.506279304595808
273,1.795298201173302
274,1.135166541822769
275,581.8212525344908
276,1.0894993843519607
277,2.177804595835784
278,1.492257868368426
279,1.0855478956404676
280,1.08836061607553
281,1.398419898715387
282,1.3660698871188741
283,1.5954790485183292
284,1.5706635473988322
285,1.5835041870739575
286,1.2913365686258385
287,1.2331844965479182
288,1.658708356704591
289,1.4456705749191183
290,1.6013705854657416
291,1.3135644371603004
292,1.325232229043955
293,1.6059490294714192
294,1.0958332028762903
295,1.6516122704849692
296,1.4807971991937825
297,1.475733300521703
298,1.6832454623570385
299,1.3243525828489051
300,1.7533819546434184
301,1.4610493435672711
302,1.9286928606851688
303,1.872452206040602
304,1.6349128087805398
305,1395.1633214003962
306,1.0127920690282548
307,1.1628468499258935
308,1.638525159388778
309,1.6869674321354147
310,1.290501065327791
311,1.340284218011849
312,1.6324356864603542
313,1.199794096130201
314,2.1492682835199126
315,1.7359745488314586
316,1.4210975435461615
317,1.6800800988178832
318,1.7299948880896843
319,1.1124011083202803
320,1.4561798820057812
321,1.7478918599982634
322,1.6490780882613003
323,1.5007056590080154
324,1.6252972432532256
325,1.6423694244070601
326,1.71130461259776
327,1.659860338424505
328,1.7164140152107854
329,1.4548423941969795
330,1.6180110026675727
331,2.00286776572944
332,1.16261461893184
333,1.56523671447775
334,1.3017065100790053
335,2.015357611474494
336,1.660412615051132
337,1.5282651475881879
338,1.961416137332333
339,1.7393340127211638
340,1.301260753994902
341,1.9747129825666068
342,2.2346415744779797
343,2.434883858041827
344,1.8022009930413314
345,2940.8479338184047
346,1.494107875163417
347,1.1947831360375771
348,1.6777161666757017
349,1.4831924249829893
350,1.9956968928631122
351,1.2187762866712846
352,1.945635242902763
353,2.0789726857859865
354,1.525137738624763
355,1.3846537245707018
356,1.4557122789313002
357,1.187525943687682
358,1.558640711184621
359,1.4772461379425228
360,1.2715855503790745
361,1.544536818797052
362,1.4999364943963558
363,1.2148231850589695
364,3.817015538986706
365,1.4064237277828446
366,1.8021155949481398
367,1.6883655102387454
368,1.674647169698486
369,1.5506574856872462
370,1.9915922469308598
371,1.879193926959297
372,1.5612031340367942
373,1.38090282380187
374,1.834327593925971
375,1.2937382051846444
376,1.554634423637428
377,1.8863920293510819
378,1.683970203811302
379,1.3179536914313665
380,1.3938278184434545
381,1.4762207911474363
382,1.2452086113334409
383,1.6617426032629157
384,1.0895840879960146
385,1.0675271988965882
386,1.6941860035796903
387,2.141435316341258
388,1.31876978480499
389,1.503965973498032
390,1.3423726416849657
391,1.5653513934362973
392,1.6088672109039186
393,1.6955251917306486
394,1.5622376057650018
395,1.8455154241746181
396,4201.71234067963
397,2.011980894843355
398,3.771756818898697
399,1.3158317428131072
400,2.334096180791461
401,1.561050746834816
402,1.6975603685241019
403,1.5633093470043566
404,1.631036104583331
405,1.436036913170004
406,1.2719167609213866
407,1.176711168272574
408,1.5306106787600733
409,1.4723843625117825
410,1.228018527155503
411,2.0861099028391705
412,1.884806644871181
413,2.578716777741402
414,1.689266100869081
415,1.8045461637578852
416,1.3608906415867457
417,1.4547644042423589
418,1.4450249908178847
419,1.6789378686566385
420,2.050311193506442
421,1.3433922950659007
422,1.511103327349092
423,2.1780561032473944
424,1.4645412706047993
425,1.989897736880502
426,1.7867488889638452
427,1.5342129830039075
428,1.1167220695873978
429,1.8218938335456618
430,1.6502774501586004
431,1.5243741318592547
432,1.0758230802885158
433,1.488305404267581
434,2.0660922792494896
435,1.569645848970032
436,1.6939450315973998
437,1.14071077859308
438,1.6230057988282718
439,1.8510664663533383
440,1.376511652335228
441,1.3061330314085242
442,1.7073022453645361
443,1.8102607809058229
444,1.6262337311761212
445,1.7543494952338947
446,2.194113930676234
447,1.6359726719386063
448,1.6728485937286544
449,1.9015953029558925
450,1.7268311739663202
451,2.4856430776756926
452,1.2549424747669145
453,1.535868453718823
454,1.178156768230904
455,1.5758464383057618
456,1.8364869323200863
457,1.7539776257701591
458,1.7293677082293315
459,1.55929510902324
460,1.5091490770919407
461,1.3627232452739937
462,1.6183562488572178
463,1.3220362424189176
464,1.1909325878958874
465,1.5965391584707427
466,1.9091983229795644
467,1.8433724681519215
468,1.2775707220587922
469,1.7825042432158593
470,1.5342353264558097
471,1.771846858722913
472,1.5792146142959644
473,1.8149764809594753
474,1.4877088038722803
475,1.8727832294010185
476,1.7930250237955931
477,1.6183555930827458
478,1.3875810511745943
479,1.8666707539283596
480,1.47073055100551
481,1.4148490911341292
482,1.376196502844007
483,1.3087261969364017
484,1.248922355659343
485,1.5727961463854203
486,1.5800048452622166
487,1.53778343636883
488,1.4013583122432403
489,1.4406213504728296
490,1.7955260914141244
491,1.3190768311098
492,1.5581746637683367
493,1.7085898724502928
494,1.391747584629342
495,1.9472882856816034
496,1.6276438158208466
497,1.4210859807508023
498,1.273889464840982
499,2.6629727692972107
500,1.5792079918421096
501,2.237338197020604
502,2.2473359385390115
503,2.0520377701261037
504,1.5393623060709822
505,1.5336398505275173
506,1.287179150751918
507,1.7514647834831825
508,1.2419717293704022
509,1.5973141277493028
510,1.4353131510796122
511,1.7086532354207122
512,1.3736373913823494
513,1.4584747681490855
514,1.3097166763089703
515,1.287559409817285
516,1.3716042280730973
517,1.5863375715199832
518,1.2516747991558301
519,1.4195377451361317
520,1.7396832413188523
521,1.841576250402861
522,1.2159075594532303
523,2.038353607597897
524,1.9409214381462452
525,1.763349276750203
526,1.4595760047000244
527,1.5308967764671437
528,1.3750861569875152
529,1.712131862221777
530,1.2700217947242456
531,1.5158530871719536
532,1.3108364176036178
533,1.5322267791646154
534,1.298869351575012
535,1.8209997406154077
536,1.372660944574938
537,1.664412916722482
538,1.4458327915254914
539,1.4027237676948334
540,0.9948585311362573
541,2.2584014723290826
542,1.4412366489109505
543,1.4774491904173903
544,1.4596369377735132
545,1.9513118639753508
546,1.42860940488949
547,1.5361933748872831
548,1.2097697658965028
549,1.7745464787160263
550,2.0978698230890136
551,1.7528469498760697
552,1.497790501960647
553,1.7143060027686092
554,1.5375621178161056
555,1.6199036884997295
556,1.543463942976641
557,1.2295852745714095
558,1.5273067167797856
559,1.5742544101960012
560,1.5229198646529818
561,1.4157065093462358
562,1.8316823939143965
563,2.4284776401688135
564,1.4294373008383656
565,1.3303553138587088
566,1.5258296760073387
567,1.7635006433677807
568,1.3209655823199047
569,1.2930565395165714
570,1.8439612167821329
571,1.6262772752543038
572,2.0264656109854715
573,1.6071463257282326
574,1.2530640120030647
575,1.8897230494970885
576,1.8018181210433661
577,1.4469710162546012
578,1.5543373800690485
579,1.548521521517777
580,1.375153006364062
581,1.1929065516742168
582,1.6247894778101801
583,4203.030756932061
584,1.4263783251031363
585,1.4085670520921654
586,1.4557741241973847
587,1.7171344980171914
588,1.9113300638597421
589,1.7443096543075751
590,1.057130235815648
591,1.6125193951074073
592,1.7396926125313668
593,1.4599886764059549
594,1.7812913140333348
595,1.7788140974799738
596,1.6886624711662648
597,1.3951836915704308
598,1.4661725461449098
599,1.978835106495641
600,1.6771157309028586
601,1.2266823901561579
602,1.3951649042869603
603,1.3753776322942528
604,1.6176336086217793
605,2.2684748417664964
606,1.997799994456138
607,1.2568893417602074
608,1.7969922454304763
609,1.4818488290083982
610,1.50772500274134
611,1.9575930665531582
612,1.667747939241698
613,1.8564252058523298
614,0.9553591402864563
615,2.0278139011717142
616,1.4976380016279944
617,1.5749449619903937
618,1.8375359354824665
619,1.4469189753350413
620,1.5822134839611324
621,1.99148407090398
622,1.6176947881758235
623,1.9776196838488014
624,1.1748147747526865
625,1.523108653716972
626,1.536263667666284
627,1.2668150408120924
628,1.4346552789678046
629,1.5173912106370218
630,1.3799513724397061
631,1.859268628109199
632,1.8915838704855767
633,1.1442998727369527
634,1.3515762662031217
635,2.0992603814978223
636,1.0632525303442883
637,1.038221823175223
638,1.333569310784964
639,1.634974615250678
640,27.76610490540518
641,1.789500827737099
642,1.4424320580683352
643,1.0990381824311306
644,1.7142761159089395
645,1.9344839265641498
646,1.220090307688534
647,1.6405036242486206
648,1.3591958288702197
649,1.620303929943888
650,1.4936358247544166
651,1.7387355074502304
652,1.5154165105981388
653,1.0485153415246502
654,1.7176649115169158
655,1.9229873717079204
656,1.0934379868057167
657,1.598692032699163
658,1.540864969143808
659,1.4956222171206124
660,1.2559264975360687
661,1394.1736011541448
662,1.6439034622876463
663,1.7077347007356711
664,1.1585982866445963
665,1.6565980381746985
666,2.030929106291816
667,1.7169762888776612
668,1.870830368222401
669,2.3347917755981653
670,1.2897841698629335
671,1.449670439026329
672,1.4473285243994698
673,1.5133078432184237
674,1.4525175911542392
675,1.4275348217480979
676,1.457508928083387
677,1.252865244529984
678,1.36330437233061
679,1.443738694758474
680,1.7812421107927041
681,1.7668077094762966
682,1.5185462224997206
683,1.5207623789784133
684,1.5830765116989227
685,1.8755964633402464
686,1.1276865776713374
687,1.4269836760395944
688,1.8569349446019896
689,1.9658878723026776
690,1.3558898486967002
691,1.2061852332972849
692,112.44973036993615
693,1.5815947939452875
694,1.509181668946453
695,1.7103216095000617
696,1.3793816466638176
697,1.514099019316452
698,1.6500938662534879
699,1.1798861431605348
700,1.3969352967290578
701,1.5093885714545419
702,1.6585919250907255
703,1.3486708320502507
704,2.0769326103684005
705,1.667535485834846
706,1.6199985462159099
707,1.5831122655322794
708,1394.670462643666
709,1.4116343823941593
710,1.0300219443670442
711,1.2184604317056626
712,1.2145734987096446
713,1.7350545984390398
714,1.3427845964752958
715,1.4370839224509464
716,1.2434318998218712
717,1.973868905534734
718,1.3744969826505409
719,1.7812148280881175
720,2.3010822374712574
721,2.1543102379657464
722,1.2492608854950273
723,1.1838024275238808
724,1.390831477549954
725,1.5165097942291286
726,1.4641145829936923
727,1.2470341825822642
728,1.8890475435282768
729,1.6637819335133959
730,1.7245058849321897
731,1.8874457083168956
732,1.2390640589536395
733,1.332586655059153
734,1.0735909856319605
735,1.4446330911542653
736,1.5517908813667924
737,1.5562360548480676
738,1.8474845191517508
739,1.4184412597063563
740,1.6813546257720298
741,1.5516732150879224
742,1.7287392902726622
743,1.6929071460838088
744,1.344195004932356
745,1.9299210460587488
746,1.5001554788378697
747,2.0251232951408027
748,1.3945445752144237
749,2.1512632144176638
750,1.6688925647732311
751,1.5302969902221015
752,2.277686507237625
753,1.3981498779499584
754,1.7232094748631765
755,1.7430415981967682
756,2.1754447999472597
757,1.1185353417520634
758,1.3619277637855574
759,1.2519992428465747
760,1.965228460782708
761,1.5071239722873364
762,1.6215471512410558
763,1.816849462165875
764,1.4168498619634107
765,1.763616989024714
766,1.7074202005959112
767,2.013883833983562
768,1.0350268576801416
769,1.8288642507332622
770,1.1484724841562481
771,1.248326457720396
772,1.9680696516014562
773,1.3817449082493984
774,1.5710465271206153
775,1.4966064171642561
776,1.6287632463438728
777,1.433331051893213
778,1.741005668415929
779,1.3720248064594478
780,1.4523630143582937
781,1.6565303585127529
782,1.5862442047349585
783,2.0904877947227374
784,2.2513440348191125
785,1.0957113544893053
786,1.5587394289233498
787,1.8874465080244676
788,1.880079430172927
789,1.5916193463543467
790,1.5945179479857357
791,1.2098538478035157
792,1.16847712401062
793,1.8965387283178026
794,1.7419143365372394
795,1.3693413995191848
796,1.5027154719767102
797,1.9661877960301177
798,1.7010639799457865
799,2.370823230272007
800,2.228304686654437
801,2.346444539542116
802,1.7626975545943178
803,1.5782349876992905
804,1.4509341440288366
805,1.4620154471616114
806,1.295456405920617
807,1.5024056759619548
808,1.3066457602744166
809,1.7610636429975841
810,1.7194218106497177
811,1.8889637900427019
812,1.6510346284979134
813,1.3686004596199381
814,1.1710149412124276
815,2.180617092465672
816,1.8343617957417946
817,2.726460275164141
818,1.2990905681769507
819,1.8268744919544702
820,2.1885709993810814
821,1.44840117725757
822,1.6360748401185699
823,2.987299962763197
824,1.2084107931657895
825,1.7527161429452862
826,1.9283054327286637
827,1.5859817195325883
828,1.828979473523623
829,1.963313274196016
830,1.5791019467131147
831,1.5459708314960303
832,1.8095969439993973
833,1.8586094212669901
834,1.3763567297398223
835,1.2995805102231965
836,1.3019705367846242
837,2.4462215356212518
838,1.828029807595331
839,1.5464991844871274
840,1.3473966436188647
841,1.0377191533642824
842,1.4258145478226047
843,1.3705079454100475
844,1.2401449565118337
845,1.4242743486735898
846,1.6434573428146362
847,1.7369676274818575
848,1.4943614791229316
849,1.5580482668202407
850,1.2722125224289043
851,2.1164061005542356
852,1.6636057039288843
853,1.2137441191809462
854,1.648049209775435
855,1.3546858840684082
856,1.8116594079725554
857,1.4294356166909263
858,1.5229804490146304
859,1.5930283732123192
860,1.2746043921475587
861,1.3418143311666237
862,1.4017247020566503
863,1.4448452281914792
864,4273.140130693757
865,1.4895172926428175
866,1.537528425522167
867,1.5740932483159409
868,2.136387332248175
869,1.5521520441423575
870,1.5399511716595498
871,1.3994527312930547
872,1.6713109679232958
873,1.6531346893933843
874,1.635076896498944
875,1.8135862017426627
876,1.5126663241265574
877,1.3367250699643278
878,1.2533147082727438
879,2.3383035794818463
880,1.7740627527635335
881,1.6025122154853917
882,1.4068495049255922
883,1.758881407590931
884,1.827183735113177
885,1.1011809405558806
886,1.162014159740336
887,1.6370841436942962
888,1.5369360736991586
889,2.078897244642347
890,1.2124551504125345
891,1.5128435375465688
892,1.5037805067250924
893,1.4149707998998802
894,1.56922624362362
895,1.2231234560338062
896,1.4607715583695222
897,1.22507174342386
898,1.883017047604948
899,1.6829975418471554
900,1.2367789637327429
901,1.7797219704336267
902,1.374768992841953
903,1.5526173187608916
904,1.860350394077259
905,1.6923648027856415
906,1.5642177551002048
907,2.0452758606382564
908,1.440081611094025
909,1.499389818687781
910,1.5898943287807756
911,1.6633868173526134
912,2.359038396458573
913,1.3527470063716427
914,2.261222125633707
915,1.695264299011055
916,1.911009230146049
917,1.6204950217837117
918,2.0027601285802703
919,1.471929553946192
920,1.204549151320997
921,2.4936641617503117
922,1.6866875072614262
923,1.4626578748190915
924,1.8350737047801906
925,1.4361973762565183
926,1.8435082660601714
927,1.7371480764033795
928,1.854031731279368
929,2.2927991159359786
930,1.8970780544250267
931,2.697623133070233
932,1.481030582063415
933,1.7976117637094686
934,1.7669835778744658
935,2.067784623727468
936,2.0589779057657522
937,1.5111747976948329
938,1.3442445701971013
939,1.130272075621792
940,1.3144192414359943
941,1.1461782476043991
942,1.6136105105891732
943,1.5389385730817857
944,1.5358486628363757
945,1.8342661582609263
946,1.4500626429503243
947,1.2601295701716604
948,1.8431594847952737
949,2.2366922121168655
950,1.4778127239966927
951,1.545294271472492
952,1.7094180559390448
953,1.4532080945766808
954,1.654911694472439
955,1.7425814989944546
956,1.4173227876717902
957,1.3125419292923315
958,1.6044296851246334
959,1.985447324658128
960,1.8715334663018113
961,1.6434188911669165
962,1.296560783907252
963,1.4518772938258309
964,1.5831414740280918
965,1.831919976602586
966,1.6169874252544019
967,1.9757524263211517
968,1.2250517788776882
969,1.3679789220066807
970,1.3097469817521468
971,1.7511652825631532
972,1.6185722079570926
973,1.774680270679126
974,1.628514800971527
975,1.8698651736275267
976,1.2003636343825914
977,1.917800413627985
978,1.4071800443178446
979,1.628566236235011
980,1.6221777785509521
981,1.342516474137745
982,1.0768622190646129
983,1.7316994399926666
984,1.7163944952535848
985,1.6778849050743099
986,1.4963759376383454
987,1.751674351148268
988,1.9386936021418264
989,1.3257871324611838
990,1.8523869554399148
991,1.5068414131211338
992,1.1970059908198634
993,1.2301498192398885
994,1.6384532127925082
995,1.5230136366289382
996,1.3472857771938918
997,1.2472824382790224
998,1.3181759234727022
999,1.5650076148617085
1000,1.918975253008403
1001,1.854212798492799
1002,1.3023567849700535
1003,2.2873757782917195
1004,1.4501426071338708
1005,1.284862241874977
1006,1.800609432593282
1007,1.1478042328818607
1008,1.3016873837904044
1009,1.7771851325530428
1010,1.742561977834798
1011,1.3949820299273599
1012,2.030410363309682
1013,1.9568485528988107
1014,1.9314904008111895
1015,1.5311100348302922
1016,2.0825172133423626
1017,1.1849724599753713
1018,1.7938017886612467
1019,1.8047594440195494
1020,1.2424115863042338
1021,1.037107116626911
1022,2.002030833875511
1023,1.0684447028900912
1024,1.3782616716463472
1025,1.306541169477121
1026,1.9263114921645772
1027,1.3596525327866713
1028,1.9623507953078463
1029,1.5624489921703009
1030,1.4426451389469037
1031,1.3591443724503685
1032,1.6328522030583625
1033,1.8164941707938176
1034,1.7298125655825978
1035,1.5763046889799524
1036,1.696951911032252
1037,1.8146818444415675
1038,1.6110854837008248
1039,1.6562399612541596
1040,1.8791098217173663
1041,2.3122930884195125
1042,1.3937098114403237
1043,1.5751681340432235
1044,1.630218946462414
1045,1.8638029380369856
1046,1.9402538743035944
1047,2.2184980221391917
1048,1.3661596418789248
1049,1.727786389216918
1050,1.1794953778260069
1051,1.6723109089983463
1052,1.7363905421734085
1053,1.6232696187440059
1054,1.9757853290136873
1055,1.8579267081217623
1056,1.8791289267402336
1057,1.5441677529330013
1058,1.6475943114756302
1059,1.453545236245944
1060,1.566083498521639
1061,1.742676755948229
1062,1.8243240202236308
1063,1.1721665507232208
1064,1.9822640260707647
1065,1.9830920868127595
1066,1.7089032541796934
1067,1.5319481600698868
1068,1.561281304399283
1069,1.3987072656073916
1070,1.432925906765899
1071,1.0214132156449311
1072,1.3648880318516616
1073,1.8931595713434402
1074,1.0748426169765875
1075,1.455201928886587
1076,1.7755071153573363
1077,1.1693478637479613
1078,1.706764737228929
1079,1.4165396354047315
1080,1.3998195779981772
