,trapEmax
0,4.597830665670856
1,5.8851455511036646
2,6.5607810355317815
3,5.951631822985634
4,5.822946817873628
5,6.407321509370151
6,6.4164602809071285
7,6.0185180529683935
8,6.688868689919719
9,6.302392688654526
10,5.560516583619193
11,6.1065984452316275
12,5.218130028896475
13,5.883314751393666
14,6.239202982277201
15,6.114350622363279
16,6.059601211389932
17,6.002024335102187
18,6.817156857239607
19,5.336131429805502
20,5.827190106151386
21,5.9523111600321705
22,6.293533923077098
23,4.0384424281009865
24,6.17293863258397
25,5.8828515170020195
26,5.870490500465088
27,6.533585495312148
28,6.798540560978895
29,6.77995723581029
30,6.185695061808895
31,5.623840243350946
32,5.597271057609646
33,5.828244091216359
34,6.323410628463363
35,6.121650904960831
36,4.789616901773129
37,6.226080848810715
38,5.148096326799853
39,5.374881283824785
40,6.701806052136816
41,6.7915509978918225
42,5.468185454634557
43,5.556109795689134
44,6.973343246393062
45,6.6631902940125975
46,6.224199792745143
47,6.267784332343531
48,5.738691010576929
49,6.142506471807437
50,5.779579138586215
51,5.077800357461481
52,5.2956489946047585
53,5.764063897766305
54,5.936085804601569
55,5.45030896165333
56,5.898876542152595
57,6.630603641468226
58,4.9426824330685175
59,5.56482003190819
60,5.606218710961529
61,5.733855545648328
62,5.8121063950993594
63,6.5352217457662185
64,4.756935761458163
65,6.221100171195641
66,7.519472223703246
67,6.511750479007941
68,6.492778857956989
69,6.559408689401163
70,5.451041166928525
71,5.703120645412364
72,6.321151397540218
73,5.254318620959459
74,6.483904290419569
75,6.350433066104036
76,6.74241952350827
77,5.842175696791094
78,6.33390258164509
79,7.011112675497378
80,5.519579430305481
81,6.134951183581799
82,6.2032709114224875
83,1898.2655674806117
84,5.343406450499911
85,4.541714632624959
86,6.161222018040637
87,5.93711879173099
88,5.770057913413103
89,5.920089360871137
90,5.657594314660875
91,5.825473042991561
92,7.405036101351229
93,5.009280635767632
94,5.933187901670528
95,5.837359784559513
96,5.505462470554255
97,5.572634035691872
98,5.406856335826373
99,5.665174113752639
100,6.127733477054783
101,5.6193764900229715
102,5.147407947232907
103,6.262160950137935
104,6.764979960933485
105,6.04071062268837
106,5.874524149653879
107,6.332336847420317
108,6.489547964191637
109,5.613302840803081
110,5.493560018415515
111,5.298833751695976
112,6.1853518727932695
113,4.595214143779681
114,5.477491920244955
115,5.831942321055076
116,1897.3074542133907
117,6.011983668729272
118,5.475009030277143
119,5.429701044603063
120,5.864863385436823
121,5.8111564854468805
122,5.275113417431099
123,6.43205751397048
124,7.156660125838705
125,6.25229448371226
126,7.166268131035605
127,6.190722965156039
128,5.020379221081883
129,5.852767528111725
130,5.209528282647767
131,5.019712284234301
132,6.376804317969514
133,5.9537327029505365
134,6.009620930291895
135,6.040576590505661
136,4.853536815354391
137,6.998387075436899
138,5.842992547783161
139,5.669052059980937
140,6.089743307646279
141,5.588397522756164
142,5.501745009966954
143,6.471974912543563
144,5.675463992494232
145,6.187584314957831
146,6.154359375440392
147,4247.917727761966
148,5.720195689304812
149,5.211665245811591
150,5.228035160558874
151,5.851030676715025
152,6.5519012572395585
153,5.461009570990186
154,5.490925390015462
155,5.876966535140864
156,5.266555855362371
157,5.557922276298796
158,6.463507888839086
159,5.483646563340706
160,5.485789656701028
161,5.386300716313577
162,6.322982651784465
163,5.799478141494229
164,4.917185471255215
165,6.256473731464064
166,5.286511190087669
167,5.8660225524775935
168,5.716281051492768
169,1890.9022739402744
170,5.8047604234262495
171,7.048495035657182
172,6.18239988142579
